col_0,col_1,col_2,col_3,col_4,col_5,col_6,suggested_move
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,3
xbbbbb,bbbbbb,bbbbbb,obbbbb,bbbbbb,xbbbbb,bbbbbb,6
xbbbbb,bbbbbb,xbbbbb,obbbbb,bbbbbb,xbbbbb,obbbbb,0
xobbbb,bbbbbb,xbbbbb,obbbbb,xbbbbb,xbbbbb,obbbbb,1
xobbbb,obbbbb,xbbbbb,oxbbbb,xbbbbb,xbbbbb,obbbbb,2
xobbbb,obbbbb,xobbbb,oxxbbb,xbbbbb,xbbbbb,obbbbb,3
xobbbb,obbbbb,xobbbb,oxxobb,xbbbbb,xbbbbb,oxbbbb,5
xobbbb,obbbbb,xobbbb,oxxoxb,xbbbbb,xobbbb,oxbbbb,4
xobbbb,obbbbb,xobbbb,oxxoxb,xoxbbb,xobbbb,oxbbbb,4
xobbbb,obbbbb,xobbbb,oxxoxb,xoxobb,xoxbbb,oxbbbb,2
bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,1
bbbbbb,obbbbb,xbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,3
bbbbbb,obbbbb,xbbbbb,xobbbb,xbbbbb,bbbbbb,bbbbbb,5
bbbbbb,obbbbb,xbbbbb,xobbbb,xbbbbb,oxbbbb,bbbbbb,3
bbbbbb,obbbbb,xbbbbb,xoobbb,xbbbbb,oxxbbb,bbbbbb,3
bbbbbb,obbbbb,xbbbbb,xoooxb,xbbbbb,oxxbbb,bbbbbb,3
bbbbbb,obbbbb,xbbbbb,xoooxo,xbbbbb,oxxxbb,bbbbbb,5
bbbbbb,obbbbb,xbbbbb,xoooxo,xbbbbb,oxxxox,bbbbbb,1
bbbbbb,oobbbb,xbbbbb,xoooxo,xxbbbb,oxxxox,bbbbbb,1
bbbbbb,oooxbb,xbbbbb,xoooxo,xxbbbb,oxxxox,bbbbbb,2
bbbbbb,oooxbb,xoxbbb,xoooxo,xxbbbb,oxxxox,bbbbbb,1
bbbbbb,oooxob,xoxbbb,xoooxo,xxbbbb,oxxxox,xbbbbb,2
bbbbbb,oooxob,xoxobb,xoooxo,xxbbbb,oxxxox,xxbbbb,1
bbbbbb,oooxoo,xoxobb,xoooxo,xxbbbb,oxxxox,xxxbbb,6
bbbbbb,oooxoo,xoxobb,xoooxo,xxbbbb,oxxxox,xxxoxb,2
bbbbbb,oooxoo,xoxoob,xoooxo,xxxbbb,oxxxox,xxxoxb,4
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,3
xbbbbb,bbbbbb,bbbbbb,obbbbb,xbbbbb,bbbbbb,bbbbbb,6
xxbbbb,bbbbbb,bbbbbb,obbbbb,xbbbbb,bbbbbb,obbbbb,4
xxxbbb,bbbbbb,bbbbbb,obbbbb,xobbbb,bbbbbb,obbbbb,0
xxxobb,bbbbbb,bbbbbb,obbbbb,xoxbbb,bbbbbb,obbbbb,0
xxxoob,bbbbbb,bbbbbb,oxbbbb,xoxbbb,bbbbbb,obbbbb,0
xxxooo,bbbbbb,bbbbbb,oxbbbb,xoxbbb,bbbbbb,oxbbbb,4
xxxooo,bbbbbb,bbbbbb,oxbbbb,xoxoxb,bbbbbb,oxbbbb,4
xxxooo,bbbbbb,bbbbbb,oxxbbb,xoxoxo,bbbbbb,oxbbbb,3
xxxooo,bbbbbb,bbbbbb,oxxoxb,xoxoxo,bbbbbb,oxbbbb,3
xxxooo,bbbbbb,bbbbbb,oxxoxo,xoxoxo,bbbbbb,oxxbbb,6
xxxooo,bbbbbb,xbbbbb,oxxoxo,xoxoxo,bbbbbb,oxxobb,2
xxxooo,bbbbbb,xoxbbb,oxxoxo,xoxoxo,bbbbbb,oxxobb,1
xxxooo,obbbbb,xoxxbb,oxxoxo,xoxoxo,bbbbbb,oxxobb,5
xxxooo,obbbbb,xoxxbb,oxxoxo,xoxoxo,obbbbb,oxxoxb,6
xxxooo,obbbbb,xoxxxb,oxxoxo,xoxoxo,obbbbb,oxxoxo,2
xxxooo,obbbbb,xoxxxo,oxxoxo,xoxoxo,oxbbbb,oxxoxo,5
bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,2
bbbbbb,bbbbbb,obbbbb,xbbbbb,bbbbbb,xbbbbb,bbbbbb,1
bbbbbb,obbbbb,obbbbb,xbbbbb,bbbbbb,xbbbbb,xbbbbb,4
bbbbbb,obbbbb,obbbbb,xbbbbb,obbbbb,xxbbbb,xbbbbb,5
xbbbbb,obbbbb,obbbbb,xbbbbb,obbbbb,xxobbb,xbbbbb,3
xbbbbb,obbbbb,obbbbb,xobbbb,obbbbb,xxoxbb,xbbbbb,5
xbbbbb,obbbbb,obbbbb,xoxbbb,obbbbb,xxoxob,xbbbbb,5
xbbbbb,obbbbb,obbbbb,xoxxbb,obbbbb,xxoxoo,xbbbbb,3
xbbbbb,obbbbb,obbbbb,xoxxob,oxbbbb,xxoxoo,xbbbbb,4
xbbbbb,obbbbb,oxbbbb,xoxxob,oxobbb,xxoxoo,xbbbbb,4
xbbbbb,obbbbb,oxbbbb,xoxxob,oxoobb,xxoxoo,xxbbbb,4
xbbbbb,obbbbb,oxbbbb,xoxxob,oxooox,xxoxoo,xxbbbb,1
xxbbbb,oobbbb,oxbbbb,xoxxob,oxooox,xxoxoo,xxbbbb,1
xxbbbb,oooxbb,oxbbbb,xoxxob,oxooox,xxoxoo,xxbbbb,0
xxobbb,oooxxb,oxbbbb,xoxxob,oxooox,xxoxoo,xxbbbb,6
xxoxbb,oooxxb,oxbbbb,xoxxob,oxooox,xxoxoo,xxobbb,3
xxoxxb,oooxxb,oxbbbb,xoxxoo,oxooox,xxoxoo,xxobbb,0
xxoxxo,oooxxb,oxxbbb,xoxxoo,oxooox,xxoxoo,xxobbb,2
xxoxxo,oooxxb,oxxoxb,xoxxoo,oxooox,xxoxoo,xxobbb,2
bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,2
bbbbbb,bbbbbb,obbbbb,xxbbbb,bbbbbb,bbbbbb,bbbbbb,4
bbbbbb,bbbbbb,obbbbb,xxxbbb,obbbbb,bbbbbb,bbbbbb,3
bbbbbb,bbbbbb,obbbbb,xxxoxb,obbbbb,bbbbbb,bbbbbb,3
xbbbbb,bbbbbb,obbbbb,xxxoxo,obbbbb,bbbbbb,bbbbbb,5
xbbbbb,bbbbbb,oxbbbb,xxxoxo,obbbbb,obbbbb,bbbbbb,4
xxbbbb,bbbbbb,oxbbbb,xxxoxo,oobbbb,obbbbb,bbbbbb,5
xxbbbb,xbbbbb,oxbbbb,xxxoxo,oobbbb,oobbbb,bbbbbb,1
xxxbbb,xobbbb,oxbbbb,xxxoxo,oobbbb,oobbbb,bbbbbb,0
xxxobb,xoxbbb,oxbbbb,xxxoxo,oobbbb,oobbbb,bbbbbb,1
bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,0
obbbbb,bbbbbb,xbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,1
obbbbb,obbbbb,xbbbbb,xbbbbb,bbbbbb,xbbbbb,bbbbbb,4
obbbbb,obbbbb,xbbbbb,xbbbbb,obbbbb,xbbbbb,xbbbbb,6
obbbbb,obbbbb,xbbbbb,xbbbbb,obbbbb,xxbbbb,xobbbb,1
obbbbb,oobbbb,xbbbbb,xbbbbb,obbbbb,xxxbbb,xobbbb,5
obbbbb,oobbbb,xbbbbb,xbbbbb,obbbbb,xxxoxb,xobbbb,1
obbbbb,oooxbb,xbbbbb,xbbbbb,obbbbb,xxxoxb,xobbbb,5
obbbbb,oooxbb,xbbbbb,xbbbbb,oxbbbb,xxxoxo,xobbbb,4
obbbbb,oooxbb,xxbbbb,xbbbbb,oxobbb,xxxoxo,xobbbb,3
obbbbb,oooxbb,xxbbbb,xoxbbb,oxobbb,xxxoxo,xobbbb,4
obbbbb,oooxbb,xxxbbb,xoxbbb,oxoobb,xxxoxo,xobbbb,2
obbbbb,oooxbb,xxxobb,xoxxbb,oxoobb,xxxoxo,xobbbb,4
obbbbb,oooxbb,xxxobb,xoxxbb,oxooox,xxxoxo,xobbbb,3
oxbbbb,oooxbb,xxxobb,xoxxob,oxooox,xxxoxo,xobbbb,3
oxbbbb,oooxbb,xxxobb,xoxxoo,oxooox,xxxoxo,xoxbbb,6
oxbbbb,oooxbb,xxxobb,xoxxoo,oxooox,xxxoxo,xoxoxb,1
oxbbbb,oooxob,xxxoxb,xoxxoo,oxooox,xxxoxo,xoxoxb,1
oxxbbb,oooxoo,xxxoxb,xoxxoo,oxooox,xxxoxo,xoxoxb,0
oxxoxb,oooxoo,xxxoxb,xoxxoo,oxooox,xxxoxo,xoxoxb,2
oxxoxx,oooxoo,xxxoxo,xoxxoo,oxooox,xxxoxo,xoxoxb,6
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,1
bbbbbb,obbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,xbbbbb,2
bbbbbb,obbbbb,obbbbb,bbbbbb,xbbbbb,xbbbbb,xbbbbb,3
xbbbbb,obbbbb,obbbbb,obbbbb,xbbbbb,xbbbbb,xbbbbb,2
xbbbbb,obbbbb,oobbbb,obbbbb,xbbbbb,xxbbbb,xbbbbb,2
xbbbbb,obbbbb,oooxbb,obbbbb,xbbbbb,xxbbbb,xbbbbb,2
xbbbbb,obbbbb,oooxob,obbbbb,xbbbbb,xxxbbb,xbbbbb,5
xbbbbb,obbbbb,oooxox,obbbbb,xbbbbb,xxxobb,xbbbbb,3
xbbbbb,obbbbb,oooxox,oobbbb,xbbbbb,xxxoxb,xbbbbb,1
xxbbbb,oobbbb,oooxox,oobbbb,xbbbbb,xxxoxb,xbbbbb,4
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,6
xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xobbbb,0
xobbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xoxbbb,6
xobbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,xoxobb,6
xobbbb,bbbbbb,xbbbbb,xbbbbb,bbbbbb,bbbbbb,xoxoob,1
xobbbb,obbbbb,xbbbbb,xbbbbb,xbbbbb,bbbbbb,xoxoob,5
xobbbb,obbbbb,xbbbbb,xbbbbb,xbbbbb,obbbbb,xoxoox,5
xoxbbb,obbbbb,xbbbbb,xbbbbb,xbbbbb,oobbbb,xoxoox,3
xoxbbb,obbbbb,xbbbbb,xobbbb,xxbbbb,oobbbb,xoxoox,2
xoxbbb,oxbbbb,xobbbb,xobbbb,xxbbbb,oobbbb,xoxoox,5
xoxbbb,oxbbbb,xobbbb,xobbbb,xxbbbb,oooxbb,xoxoox,3
xoxbbb,oxbbbb,xoxbbb,xoobbb,xxbbbb,oooxbb,xoxoox,3
xoxbbb,oxbbbb,xoxbbb,xoooxb,xxbbbb,oooxbb,xoxoox,4
xoxbbb,oxbbbb,xoxbbb,xoooxb,xxoxbb,oooxbb,xoxoox,3
xoxbbb,oxbbbb,xoxbbb,xoooxo,xxoxbb,oooxxb,xoxoox,4
xoxbbb,oxbbbb,xoxbbb,xoooxo,xxoxox,oooxxb,xoxoox,2
xoxbbb,oxbbbb,xoxoxb,xoooxo,xxoxox,oooxxb,xoxoox,0
xoxoxb,oxbbbb,xoxoxb,xoooxo,xxoxox,oooxxb,xoxoox,0
xoxoxo,oxxbbb,xoxoxb,xoooxo,xxoxox,oooxxb,xoxoox,1
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,6
bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,xobbbb,4
bbbbbb,xbbbbb,bbbbbb,xbbbbb,obbbbb,bbbbbb,xobbbb,1
xbbbbb,xobbbb,bbbbbb,xbbbbb,obbbbb,bbbbbb,xobbbb,2
xbbbbb,xobbbb,obbbbb,xbbbbb,obbbbb,bbbbbb,xoxbbb,6
xbbbbb,xoxbbb,obbbbb,xbbbbb,obbbbb,bbbbbb,xoxobb,6
xbbbbb,xoxbbb,obbbbb,xbbbbb,oxbbbb,bbbbbb,xoxoob,6
xbbbbb,xoxbbb,obbbbb,xxbbbb,oxbbbb,bbbbbb,xoxooo,1
xbbbbb,xoxobb,obbbbb,xxxbbb,oxbbbb,bbbbbb,xoxooo,3
xbbbbb,xoxobb,oxbbbb,xxxobb,oxbbbb,bbbbbb,xoxooo,2
xbbbbb,xoxobb,oxoxbb,xxxobb,oxbbbb,bbbbbb,xoxooo,1
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,4
bbbbbb,bbbbbb,bbbbbb,bbbbbb,oxbbbb,bbbbbb,xbbbbb,5
xbbbbb,bbbbbb,bbbbbb,bbbbbb,oxbbbb,obbbbb,xbbbbb,2
xbbbbb,bbbbbb,obbbbb,xbbbbb,oxbbbb,obbbbb,xbbbbb,3
xbbbbb,bbbbbb,obbbbb,xobbbb,oxbbbb,oxbbbb,xbbbbb,4
xbbbbb,bbbbbb,obbbbb,xoxbbb,oxobbb,oxbbbb,xbbbbb,5
xbbbbb,bbbbbb,obbbbb,xoxbbb,oxobbb,oxoxbb,xbbbbb,5
xbbbbb,bbbbbb,obbbbb,xoxxbb,oxobbb,oxoxob,xbbbbb,5
xbbbbb,bbbbbb,obbbbb,xoxxxb,oxobbb,oxoxoo,xbbbbb,3
xbbbbb,bbbbbb,obbbbb,xoxxxo,oxoxbb,oxoxoo,xbbbbb,1
xbbbbb,obbbbb,obbbbb,xoxxxo,oxoxbb,oxoxoo,xxbbbb,4
xbbbbb,oxbbbb,obbbbb,xoxxxo,oxoxob,oxoxoo,xxbbbb,0
xobbbb,oxbbbb,oxbbbb,xoxxxo,oxoxob,oxoxoo,xxbbbb,0
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,6
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xxbbbb,bbbbbb,obbbbb,5
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xxxbbb,obbbbb,obbbbb,4
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xxxoxb,obbbbb,obbbbb,6
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xxxoxb,oxbbbb,oobbbb,6
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xxxoxb,oxbbbb,oooxbb,4
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xxxoxo,oxxbbb,oooxbb,3
bbbbbb,bbbbbb,bbbbbb,obbbbb,xxxoxo,oxxxbb,oooxbb,5
bbbbbb,bbbbbb,bbbbbb,oxbbbb,xxxoxo,oxxxob,oooxbb,6
bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,6
bbbbbb,bbbbbb,bbbbbb,xbbbbb,xbbbbb,bbbbbb,obbbbb,0
obbbbb,bbbbbb,xbbbbb,xbbbbb,xbbbbb,bbbbbb,obbbbb,1
bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,3
bbbbbb,bbbbbb,xbbbbb,obbbbb,xbbbbb,bbbbbb,bbbbbb,0
obbbbb,bbbbbb,xxbbbb,obbbbb,xbbbbb,bbbbbb,bbbbbb,4
obbbbb,bbbbbb,xxxbbb,obbbbb,xobbbb,bbbbbb,bbbbbb,2
obbbbb,bbbbbb,xxxoxb,obbbbb,xobbbb,bbbbbb,bbbbbb,5
obbbbb,bbbbbb,xxxoxb,obbbbb,xobbbb,oxbbbb,bbbbbb,3
obbbbb,bbbbbb,xxxoxb,ooxbbb,xobbbb,oxbbbb,bbbbbb,2
obbbbb,bbbbbb,xxxoxo,ooxbbb,xoxbbb,oxbbbb,bbbbbb,3
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,5
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,oxbbbb,bbbbbb,2
bbbbbb,bbbbbb,obbbbb,bbbbbb,xbbbbb,oxxbbb,bbbbbb,2
bbbbbb,bbbbbb,oobbbb,bbbbbb,xbbbbb,oxxxbb,bbbbbb,5
bbbbbb,xbbbbb,oobbbb,bbbbbb,xbbbbb,oxxxob,bbbbbb,2
bbbbbb,xbbbbb,oooxbb,bbbbbb,xbbbbb,oxxxob,bbbbbb,5
bbbbbb,xbbbbb,oooxxb,bbbbbb,xbbbbb,oxxxoo,bbbbbb,2
bbbbbb,xbbbbb,oooxxo,bbbbbb,xbbbbb,oxxxoo,xbbbbb,0
obbbbb,xbbbbb,oooxxo,xbbbbb,xbbbbb,oxxxoo,xbbbbb,1
obbbbb,xobbbb,oooxxo,xxbbbb,xbbbbb,oxxxoo,xbbbbb,4
oxbbbb,xobbbb,oooxxo,xxbbbb,xobbbb,oxxxoo,xbbbbb,1
oxbbbb,xoobbb,oooxxo,xxbbbb,xoxbbb,oxxxoo,xbbbbb,0
oxobbb,xoobbb,oooxxo,xxbbbb,xoxbbb,oxxxoo,xxbbbb,3
xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,3
xbbbbb,bbbbbb,bbbbbb,oxbbbb,bbbbbb,bbbbbb,bbbbbb,2
xbbbbb,bbbbbb,obbbbb,oxbbbb,bbbbbb,bbbbbb,xbbbbb,4
xbbbbb,xbbbbb,obbbbb,oxbbbb,obbbbb,bbbbbb,xbbbbb,5
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,1
bbbbbb,oxbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,1
bbbbbb,oxobbb,bbbbbb,bbbbbb,xxbbbb,bbbbbb,bbbbbb,3
bbbbbb,oxobbb,bbbbbb,obbbbb,xxxbbb,bbbbbb,bbbbbb,4
bbbbbb,oxobbb,bbbbbb,obbbbb,xxxoxb,bbbbbb,bbbbbb,0
obbbbb,oxobbb,xbbbbb,obbbbb,xxxoxb,bbbbbb,bbbbbb,2
oxbbbb,oxobbb,xobbbb,obbbbb,xxxoxb,bbbbbb,bbbbbb,0
oxoxbb,oxobbb,xobbbb,obbbbb,xxxoxb,bbbbbb,bbbbbb,3
oxoxbb,oxobbb,xobbbb,ooxbbb,xxxoxb,bbbbbb,bbbbbb,4
oxoxbb,oxobbb,xoxbbb,ooxbbb,xxxoxo,bbbbbb,bbbbbb,3
oxoxbb,oxobbb,xoxxbb,ooxobb,xxxoxo,bbbbbb,bbbbbb,5
oxoxbb,oxobbb,xoxxxb,ooxobb,xxxoxo,obbbbb,bbbbbb,2
oxoxbb,oxobbb,xoxxxo,ooxoxb,xxxoxo,obbbbb,bbbbbb,3
oxoxxb,oxobbb,xoxxxo,ooxoxo,xxxoxo,obbbbb,bbbbbb,6
oxoxxx,oxobbb,xoxxxo,ooxoxo,xxxoxo,obbbbb,obbbbb,6
oxoxxx,oxobbb,xoxxxo,ooxoxo,xxxoxo,obbbbb,ooxbbb,6
oxoxxx,oxobbb,xoxxxo,ooxoxo,xxxoxo,obbbbb,ooxoxb,5
xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,5
xbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,obbbbb,bbbbbb,6
xbbbbb,bbbbbb,xbbbbb,xbbbbb,bbbbbb,obbbbb,obbbbb,1
xxbbbb,obbbbb,xbbbbb,xbbbbb,bbbbbb,obbbbb,obbbbb,6
xxxbbb,obbbbb,xbbbbb,xbbbbb,bbbbbb,obbbbb,oobbbb,0
xxxoxb,obbbbb,xbbbbb,xbbbbb,bbbbbb,obbbbb,oobbbb,6
xxxoxb,obbbbb,xbbbbb,xbbbbb,bbbbbb,obbbbb,oooxbb,0
xxxoxo,obbbbb,xbbbbb,xbbbbb,bbbbbb,obbbbb,oooxxb,6
xxxoxo,oxbbbb,xbbbbb,xbbbbb,bbbbbb,obbbbb,oooxxo,3
xxxoxo,oxbbbb,xxbbbb,xobbbb,bbbbbb,obbbbb,oooxxo,2
xxxoxo,oxbbbb,xxoxbb,xobbbb,bbbbbb,obbbbb,oooxxo,4
xxxoxo,oxbbbb,xxoxbb,xobbbb,oxbbbb,obbbbb,oooxxo,1
xxxoxo,oxoxbb,xxoxbb,xobbbb,oxbbbb,obbbbb,oooxxo,3
xxxoxo,oxoxbb,xxoxbb,xoobbb,oxxbbb,obbbbb,oooxxo,3
xxxoxo,oxoxbb,xxoxbb,xoooxb,oxxbbb,obbbbb,oooxxo,2
xxxoxo,oxoxbb,xxoxob,xoooxb,oxxxbb,obbbbb,oooxxo,4
xxxoxo,oxoxbb,xxoxox,xoooxb,oxxxob,obbbbb,oooxxo,1
xxxoxo,oxoxox,xxoxox,xoooxb,oxxxob,obbbbb,oooxxo,5
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,1
bbbbbb,obbbbb,bbbbbb,bbbbbb,xxbbbb,bbbbbb,bbbbbb,5
bbbbbb,obbbbb,bbbbbb,bbbbbb,xxxbbb,obbbbb,bbbbbb,4
bbbbbb,obbbbb,bbbbbb,bbbbbb,xxxoxb,obbbbb,bbbbbb,4
bbbbbb,obbbbb,bbbbbb,bbbbbb,xxxoxo,oxbbbb,bbbbbb,1
bbbbbb,oobbbb,xbbbbb,bbbbbb,xxxoxo,oxbbbb,bbbbbb,1
bbbbbb,oooxbb,xbbbbb,bbbbbb,xxxoxo,oxbbbb,bbbbbb,1
bbbbbb,oooxob,xxbbbb,bbbbbb,xxxoxo,oxbbbb,bbbbbb,6
bbbbbb,oooxob,xxxbbb,bbbbbb,xxxoxo,oxbbbb,obbbbb,2
bbbbbb,oooxob,xxxobb,xbbbbb,xxxoxo,oxbbbb,obbbbb,3
bbbbbb,oooxob,xxxobb,xobbbb,xxxoxo,oxxbbb,obbbbb,3
bbbbbb,oooxob,xxxobb,xoobbb,xxxoxo,oxxxbb,obbbbb,5
bbbbbb,oooxob,xxxobb,xoobbb,xxxoxo,oxxxox,obbbbb,3
bbbbbb,oooxob,xxxobb,xoooxb,xxxoxo,oxxxox,obbbbb,3
bbbbbb,oooxox,xxxobb,xoooxo,xxxoxo,oxxxox,obbbbb,2
xbbbbb,oooxox,xxxoob,xoooxo,xxxoxo,oxxxox,obbbbb,2
xxbbbb,oooxox,xxxooo,xoooxo,xxxoxo,oxxxox,obbbbb,0
xxobbb,oooxox,xxxooo,xoooxo,xxxoxo,oxxxox,oxbbbb,0
xxoobb,oooxox,xxxooo,xoooxo,xxxoxo,oxxxox,oxxbbb,6
xxooxb,oooxox,xxxooo,xoooxo,xxxoxo,oxxxox,oxxobb,0
xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,3
xbbbbb,bbbbbb,xbbbbb,obbbbb,bbbbbb,bbbbbb,bbbbbb,0
xobbbb,bbbbbb,xxbbbb,obbbbb,bbbbbb,bbbbbb,bbbbbb,3
xobbbb,bbbbbb,xxxbbb,oobbbb,bbbbbb,bbbbbb,bbbbbb,2
xobbbb,bbbbbb,xxxoxb,oobbbb,bbbbbb,bbbbbb,bbbbbb,3
xobbbb,bbbbbb,xxxoxb,oooxbb,bbbbbb,bbbbbb,bbbbbb,2
xobbbb,xbbbbb,xxxoxo,oooxbb,bbbbbb,bbbbbb,bbbbbb,1
xobbbb,xobbbb,xxxoxo,oooxxb,bbbbbb,bbbbbb,bbbbbb,5
xobbbb,xoxbbb,xxxoxo,oooxxb,bbbbbb,obbbbb,bbbbbb,4
xobbbb,xoxbbb,xxxoxo,oooxxb,oxbbbb,obbbbb,bbbbbb,6
bbbbbb,xbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,4
bbbbbb,xbbbbb,bbbbbb,bbbbbb,obbbbb,xbbbbb,bbbbbb,6
bbbbbb,xbbbbb,xbbbbb,bbbbbb,obbbbb,xbbbbb,obbbbb,1
xbbbbb,xobbbb,xbbbbb,bbbbbb,obbbbb,xbbbbb,obbbbb,3
xbbbbb,xobbbb,xbbbbb,obbbbb,obbbbb,xbbbbb,oxbbbb,6
xbbbbb,xobbbb,xxbbbb,obbbbb,obbbbb,xbbbbb,oxobbb,4
xbbbbb,xobbbb,xxbbbb,oxbbbb,oobbbb,xbbbbb,oxobbb,4
xbbbbb,xobbbb,xxbbbb,oxbbbb,oooxbb,xbbbbb,oxobbb,3
xbbbbb,xobbbb,xxxbbb,oxobbb,oooxbb,xbbbbb,oxobbb,2
xbbbbb,xobbbb,xxxobb,oxobbb,oooxxb,xbbbbb,oxobbb,5
xbbbbb,xobbbb,xxxobb,oxobbb,oooxxb,xoxbbb,oxobbb,3
bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,1
bbbbbb,obbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,xbbbbb,0
oxbbbb,obbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,xbbbbb,3
oxbbbb,obbbbb,xbbbbb,obbbbb,bbbbbb,xbbbbb,xbbbbb,3
oxbbbb,obbbbb,xbbbbb,oobbbb,bbbbbb,xxbbbb,xbbbbb,3
oxbbbb,obbbbb,xbbbbb,oooxbb,bbbbbb,xxbbbb,xbbbbb,3
oxbbbb,obbbbb,xbbbbb,oooxob,bbbbbb,xxxbbb,xbbbbb,5
oxbbbb,obbbbb,xxbbbb,oooxob,bbbbbb,xxxobb,xbbbbb,3
oxbbbb,obbbbb,xxxbbb,oooxoo,bbbbbb,xxxobb,xbbbbb,2
oxbbbb,obbbbb,xxxobb,oooxoo,xbbbbb,xxxobb,xbbbbb,1
oxbbbb,oobbbb,xxxobb,oooxoo,xxbbbb,xxxobb,xbbbbb,4
oxbbbb,oobbbb,xxxobb,oooxoo,xxobbb,xxxoxb,xbbbbb,1
oxbbbb,oooxbb,xxxobb,oooxoo,xxobbb,xxxoxb,xbbbbb,5
oxbbbb,oooxbb,xxxoxb,oooxoo,xxobbb,xxxoxo,xbbbbb,4
oxxbbb,oooxbb,xxxoxb,oooxoo,xxoobb,xxxoxo,xbbbbb,4
oxxbbb,oooxbb,xxxoxb,oooxoo,xxooox,xxxoxo,xbbbbb,2
oxxbbb,oooxxb,xxxoxo,oooxoo,xxooox,xxxoxo,xbbbbb,1
oxxxbb,oooxxo,xxxoxo,oooxoo,xxooox,xxxoxo,xbbbbb,0
oxxxox,oooxxo,xxxoxo,oooxoo,xxooox,xxxoxo,xbbbbb,6
oxxxox,oooxxo,xxxoxo,oooxoo,xxooox,xxxoxo,xoxbbb,6
oxxxox,oooxxo,xxxoxo,oooxoo,xxooox,xxxoxo,xoxoxb,6
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,bbbbbb,bbbbbb,5
bbbbbb,bbbbbb,bbbbbb,bbbbbb,xbbbbb,oxbbbb,bbbbbb,2
bbbbbb,bbbbbb,oxbbbb,bbbbbb,xbbbbb,oxbbbb,bbbbbb,0
obbbbb,xbbbbb,oxbbbb,bbbbbb,xbbbbb,oxbbbb,bbbbbb,2
obbbbb,xxbbbb,oxobbb,bbbbbb,xbbbbb,oxbbbb,bbbbbb,2
obbbbb,xxbbbb,oxoobb,bbbbbb,xbbbbb,oxxbbb,bbbbbb,2
obbbbb,xxbbbb,oxooox,bbbbbb,xbbbbb,oxxbbb,bbbbbb,4
obbbbb,xxbbbb,oxooox,bbbbbb,xobbbb,oxxxbb,bbbbbb,5
